Rank,Full Journal Title,Abbreviated Title,ISSN,Total Cites,Journal Impact Factor
27814,Latvijas Universitites Zurnals Vesture,Latvijas Universitites Zurnals Vesture,25009621,1,0.102
27814,Latvijas Universitites Zurnals Vesture,Latvijas Universitites Zurnals Vesture, 25929593,1,0.102
27815,Legal History Library,Legal History Library,18747493,2,0.102
27816,Leibniz Review,Leibniz Review,15241556,6,0.102
27816,Leibniz Review,Leibniz Review, 21539162,6,0.102
27817,Letteratura e Letterature,Letteratura e Letterature,1971906X,1,0.102
27817,Letteratura e Letterature,Letteratura e Letterature, 19732600,1,0.102
27818,LIA Today,LIA Today,26905973,3,0.102
27818,LIA Today,LIA Today, 26905981,3,0.102
27819,Lias,Lias,20334753,7,0.102
27819,Lias,Lias, 20335016,7,0.102
27820,Libri(Turkey),Libri(Turkey),24587826,2,0.102
27821,Lietuvos Istorijos Studijos,Lietuvos Istorijos Studijos,16489101,0,0.102
27821,Lietuvos Istorijos Studijos,Lietuvos Istorijos Studijos, 13920448,0,0.102
27822,Literature-Film Quarterly,Literature-Film Quarterly,904260,10,0.102
27823,Lithuanian historical studies / Lithuanian Institute of History,Lithuanian historical studies / Lithuanian Institute of History,13922343,5,0.102
27824,LUMS Law Journal,LUMS Law Journal,24148407,1,0.102
27824,LUMS Law Journal,LUMS Law Journal, 24148415,1,0.102
27825,Magyar Filozofiai Szemle,Magyar Filozofiai Szemle,00250090,4,0.102
27825,Magyar Filozofiai Szemle,Magyar Filozofiai Szemle, 15881024,4,0.102
27826,Masonry International,Masonry International,9502289,5,0.102
27827,Medieval Low Countries,Medieval Low Countries,25070363,1,0.102
27827,Medieval Low Countries,Medieval Low Countries, 22953493,1,0.102
27828,Medieval Sermon Studies,Medieval Sermon Studies,17496276,4,0.102
27828,Medieval Sermon Studies,Medieval Sermon Studies, 13660691,4,0.102
27829,Metal Casting Design and Purchasing,Metal Casting Design and Purchasing,15234371,3,0.102
27830,Millennium DIPr,Millennium DIPr,24443220,1,0.102
27831,Mitteilungen - Verbandes der Deutschen Hohlen- Und Karstforscher,Mitteilungen - Verbandes der Deutschen Hohlen- Und Karstforscher,5052211,6,0.102
27832,Moyen Francais,Moyen Francais,2260174,4,0.102
27833,Musica Tecnologia,Musica Tecnologia,19740042,1,0.102
27833,Musica Tecnologia,Musica Tecnologia, 19740050,1,0.102
27834,Musik und Kirche,Musik und Kirche,274771,2,0.102
27835,Muveszettorteneti Ertesito,Muveszettorteneti Ertesito,15882802,3,0.102
27835,Muveszettorteneti Ertesito,Muveszettorteneti Ertesito, 00275247,3,0.102
27836,Nephrologie (Germany),Nephrologie (Germany),27317471,1,0.102
27836,Nephrologie (Germany),Nephrologie (Germany), 27317463,1,0.102
27837,New Zealand Journal of Asian Studies,New Zealand Journal of Asian Studies,11748915,1,0.102
27838,Nineteenth-Century Literature,Nineteenth-Century Literature,08919356,18,0.102
27838,Nineteenth-Century Literature,Nineteenth-Century Literature, 10678352,18,0.102
27839,Nordic Wittgenstein Review,Nordic Wittgenstein Review,21946825,4,0.102
27839,Nordic Wittgenstein Review,Nordic Wittgenstein Review, 2242248X,4,0.102
27840,Notes Konserwatorski,Notes Konserwatorski,26573083,1,0.102
27840,Notes Konserwatorski,Notes Konserwatorski, 15095681,1,0.102
27841,Olba,Olba,13017667,6,0.102
27842,Opera Quarterly,Opera Quarterly,14762870,12,0.102
27842,Opera Quarterly,Opera Quarterly, 07360053,12,0.102
27843,Oral Therapeutics and Pharmacology,Oral Therapeutics and Pharmacology,2881012,6,0.102
27844,Orbit: A Journal of American Literature,Orbit: A Journal of American Literature,23986786,3,0.102
27845,Osservatorio del Diritto Civile e Commerciale,Osservatorio del Diritto Civile e Commerciale,22812628,4,0.102
27846,Otorhinolaryngology(Italy),Otorhinolaryngology(Italy),27246302,9,0.102
27846,Otorhinolaryngology(Italy),Otorhinolaryngology(Italy), 27246760,9,0.102
27847,Pacific Northwest Quarterly,Pacific Northwest Quarterly,308803,5,0.102
27848,Packaging News,Packaging News,482676,2,0.102
27849,Perspectives on Political Science,Perspectives on Political Science,10457097,7,0.102
27850,Pharmaceutical Manufacturing and Packing Sourcer,Pharmaceutical Manufacturing and Packing Sourcer,14631245,3,0.102
27851,Philosophy Kitchen,Philosophy Kitchen,23851945,1,0.102
27852,Physicist,Physicist,10363831,4,0.102
27853,Plastics Engineering,Plastics Engineering,00919578,14,0.102
27853,Plastics Engineering,Plastics Engineering, 19419635,14,0.102
27854,Polish American Studies,Polish American Studies,00322806,1,0.102
27854,Polish American Studies,Polish American Studies, 23300833,1,0.102
27855,Practice Nurse,Practice Nurse,9536612,5,0.102
27856,Pravny Obzor,Pravny Obzor,00326984,0,0.102
27856,Pravny Obzor,Pravny Obzor, 27299228,0,0.102
27857,Proceedings of the Boston Area Colloquium in Ancient Philosophy,Proceedings of the Boston Area Colloquium in Ancient Philosophy,22134417,9,0.102
27857,Proceedings of the Boston Area Colloquium in Ancient Philosophy,Proceedings of the Boston Area Colloquium in Ancient Philosophy, 1059986X,9,0.102
27858,Public Procurement Law Review,Public Procurement Law Review,27542203,1,0.102
27858,Public Procurement Law Review,Public Procurement Law Review, 09638245,1,0.102
27859,Publicum,Publicum,24477982,3,0.102
27860,R and D: Research and Development Kobe Steel Engineering Reports,R and D: Research and Development Kobe Steel Engineering Reports,3738868,11,0.102
27861,Radwaste Solutions,Radwaste Solutions,15294900,5,0.102
27862,Rassegna Storica del Risorgimento,Rassegna Storica del Risorgimento,339873,2,0.102
27863,Restaurant Business,Restaurant Business,978043,3,0.102
27864,Retina Today,Retina Today,18250572,8,0.102
27865,Review of High Pressure Science and Technology/Koatsuryoku No Kagaku To Gijutsu,Review of High Pressure Science and Technology/Koatsuryoku No Kagaku To Gijutsu,0917639X,18,0.102
27865,Review of High Pressure Science and Technology/Koatsuryoku No Kagaku To Gijutsu,Review of High Pressure Science and Technology/Koatsuryoku No Kagaku To Gijutsu, 13481940,18,0.102
27866,Revista de Hispanismo Filosofico,Revista de Hispanismo Filosofico,11368071,3,0.102
27867,Revista Venezolana de Oncologia,Revista Venezolana de Oncologia,7980582,6,0.102
27868,Revue du Rhumatisme (Edition Francaise),Revue du Rhumatisme (Edition Francaise),11698330,16,0.102
27868,Revue du Rhumatisme (Edition Francaise),Revue du Rhumatisme (Edition Francaise), 17683130,16,0.102
27869,Revue Internationale de Droit Economique,Revue Internationale de Droit Economique,10108831,8,0.102
27869,Revue Internationale de Droit Economique,Revue Internationale de Droit Economique, 17821525,8,0.102
27870,Revue Philosophique de Louvain,Revue Philosophique de Louvain,17831768,5,0.102
27870,Revue Philosophique de Louvain,Revue Philosophique de Louvain, 00353841,5,0.102
27871,Rivista Italiana di Ragioneria e di Economia Aziendale,Rivista Italiana di Ragioneria e di Economia Aziendale,22815864,2,0.102
27871,Rivista Italiana di Ragioneria e di Economia Aziendale,Rivista Italiana di Ragioneria e di Economia Aziendale, 15939154,2,0.102
27872,Rivista Storica dell'Antichita,Rivista Storica dell'Antichita,0300340X,5,0.102
27873,Rocznik Teologii Katolickiej,Rocznik Teologii Katolickiej,16448855,1,0.102
27874,Romance Philology,Romance Philology,358002,7,0.102
27875,Russian Law Journal,Russian Law Journal,23123605,8,0.102
27875,Russian Law Journal,Russian Law Journal, 23098678,8,0.102
27876,Russian Studies in Philosophy,Russian Studies in Philosophy,15580431,5,0.102
27876,Russian Studies in Philosophy,Russian Studies in Philosophy, 10611967,5,0.102
27877,Science Fiction Film and Television,Science Fiction Film and Television,17543770,6,0.102
27877,Science Fiction Film and Television,Science Fiction Film and Television, 17543789,6,0.102
27878,Sciences de l'Education pour l'Ere Nouvelle,Sciences de l'Education pour l'Ere Nouvelle,7559593,5,0.102
27879,Scriblerian and the Kit-Cats,Scriblerian and the Kit-Cats,21650624,1,0.102
27879,Scriblerian and the Kit-Cats,Scriblerian and the Kit-Cats, 0190731X,1,0.102
27880,Scripta Judaica Cracoviensia,Scripta Judaica Cracoviensia,20843925,3,0.102
27880,Scripta Judaica Cracoviensia,Scripta Judaica Cracoviensia, 17335760,3,0.102
27881,Sea Technology,Sea Technology,933651,24,0.102
27882,Semitica et Classica,Semitica et Classica,22959041,2,0.102
27882,Semitica et Classica,Semitica et Classica, 20315937,2,0.102
27883,Shiyou Huagong Shebei/ Petro-Chemical Equipment,Shiyou Huagong Shebei/ Petro-Chemical Equipment,10007466,9,0.102
27884,Sixteenth Century Journal,Sixteenth Century Journal,3610160,17,0.102
27885,Societate si Politica,Societate si Politica,20677812,4,0.102
27885,Societate si Politica,Societate si Politica, 18431348,4,0.102
27886,Sokendai Review of Cultural and Social Studies,Sokendai Review of Cultural and Social Studies,1883096X,2,0.102
27887,Spenser Studies,Spenser Studies,01959468,13,0.102
27887,Spenser Studies,Spenser Studies, 21678529,13,0.102
27888,Studi Piemontesi,Studi Piemontesi,3927261,3,0.102
27889,Studi Secenteschi,Studi Secenteschi,816248,5,0.102
27890,Studia Graeco-Arabica,Studia Graeco-Arabica,2239012X,2,0.102
27890,Studia Graeco-Arabica,Studia Graeco-Arabica, 22812687,2,0.102
27891,Studia Iranica,Studia Iranica,2215004,5,0.102
27892,Studia Leibnitiana,Studia Leibnitiana,393185,9,0.102
27893,Studia Mythologica Slavica,Studia Mythologica Slavica,1581128X,4,0.102
27893,Studia Mythologica Slavica,Studia Mythologica Slavica, 14086271,4,0.102
27894,Studia Neoaristotelica,Studia Neoaristotelica,12148407,3,0.102
27894,Studia Neoaristotelica,Studia Neoaristotelica, 18046843,3,0.102
27895,Studia Theodisca,Studia Theodisca,15932478,1,0.102
27895,Studia Theodisca,Studia Theodisca, 23852917,1,0.102
27896,Studien zur Deutschen Sprache und Literatur,Studien zur Deutschen Sprache und Literatur,26199890,1,0.102
27896,Studien zur Deutschen Sprache und Literatur,Studien zur Deutschen Sprache und Literatur, 13039407,1,0.102
27897,Studies in the Literary Imagination,Studies in the Literary Imagination,393819,8,0.102
27898,Surgical Chronicles,Surgical Chronicles,11085002,4,0.102
27899,Taiwanese Journal of Agricultural Chemistry and Food Science,Taiwanese Journal of Agricultural Chemistry and Food Science,16052471,5,0.102
27900,Technai,Technai,20377967,1,0.102
27900,Technai,Technai, 20368097,1,0.102
27901,Textile View2 Magazine,Textile View2 Magazine,18726127,0,0.102
27902,Tidskriftet Antropologi,Tidskriftet Antropologi,9063021,5,0.102
27903,Tijdschrift voor Theologie,Tijdschrift voor Theologie,01689959,2,0.102
27903,Tijdschrift voor Theologie,Tijdschrift voor Theologie, 25657348,2,0.102
27904,TR News,TR News,7386826,13,0.102
27905,Transactions of the Ancient Monuments Society,Transactions of the Ancient Monuments Society,0951001X,4,0.102
27906,Transactions of the Cambridge Bibliographical Society,Transactions of the Cambridge Bibliographical Society,686611,5,0.102
27907,Trasvases Entre la Literatura y el Cine,Trasvases Entre la Literatura y el Cine,2695639X,2,0.102
27908,Value Inquiry Book Series,Value Inquiry Book Series,9298436,9,0.102
27909,Verhaltenstherapie und Verhaltensmedizin,Verhaltenstherapie und Verhaltensmedizin,10131973,4,0.102
27910,Verwaltung,Verwaltung,18655211,3,0.102
27910,Verwaltung,Verwaltung, 00424498,3,0.102
27911,Virginia Quarterly Review,Virginia Quarterly Review,0042675X,6,0.102
27912,Visual Culture in Britain,Visual Culture in Britain,14714787,8,0.102
27912,Visual Culture in Britain,Visual Culture in Britain, 19418361,8,0.102
27913,Vulcan,Vulcan,22134603,4,0.102
27913,Vulcan,Vulcan, 2213459X,4,0.102
27914,West 86th,West 86th,21535531,9,0.102
27914,West 86th,West 86th, 21535558,9,0.102
27915,Western Humanities Review,Western Humanities Review,433845,6,0.102
27916,WHO Drug Information,WHO Drug Information,10109609,11,0.102
27917,Working Paper - Chr. Michelson Institute,Working Paper - Chr. Michelson Institute,8043639,6,0.102
27918,World Dredging. Mining and Construction,World Dredging. Mining and Construction,10450343,3,0.102
27919,World Literature Today,World Literature Today,19458134,8,0.102
27919,World Literature Today,World Literature Today, 01963570,8,0.102
27920,World Scientific Studies in International Economics,World Scientific Studies in International Economics,17933641,2,0.102
27921,Yingxiang Kexue yu Guanghuaxue/Imaging Science and Photochemistry,Yingxiang Kexue yu Guanghuaxue/Imaging Science and Photochemistry,16740475,10,0.102
27922,Zeitschrift fur Balkanologie,Zeitschrift fur Balkanologie,442356,3,0.102
27923,Zeitschrift fur Gefassmedizin,Zeitschrift fur Gefassmedizin,18129501,5,0.102
27924,Zeitschrift fur Volkskunde,Zeitschrift fur Volkskunde,443700,8,0.102
27925,ZEMCH International Conference,ZEMCH International Conference,26522926,2,0.102
27926,Acta Asiatica Varsoviensia,Acta Asiatica Varsoviensia,24498653,1,0.101
27926,Acta Asiatica Varsoviensia,Acta Asiatica Varsoviensia, 08606102,1,0.101
27927,Acta Classica,Acta Classica,651141,6,0.101
27928,Acta Classica Universitatis Scientiarum Debreceniensis,Acta Classica Universitatis Scientiarum Debreceniensis,0418453X,2,0.101
27928,Acta Classica Universitatis Scientiarum Debreceniensis,Acta Classica Universitatis Scientiarum Debreceniensis, 27323390,2,0.101
27929,Acta Historica Tallinnensia,Acta Historica Tallinnensia,14062925,5,0.101
27929,Acta Historica Tallinnensia,Acta Historica Tallinnensia, 17367476,5,0.101
27930,Acta Literaria,Acta Literaria,07176848,6,0.101
27930,Acta Literaria,Acta Literaria, 07160909,6,0.101
27931,Acta Musei Napocensis,Acta Musei Napocensis,14541513,1,0.101
27931,Acta Musei Napocensis,Acta Musei Napocensis, 27344487,1,0.101
27932,Acta Poloniae Historica,Acta Poloniae Historica,16829,7,0.101
27933,Acta Universitatis Lodziensis. Folia Archaeologica,Acta Universitatis Lodziensis. Folia Archaeologica,02086034,2,0.101
27933,Acta Universitatis Lodziensis. Folia Archaeologica,Acta Universitatis Lodziensis. Folia Archaeologica, 24498300,2,0.101
27934,Actualizaciones en Osteologia,Actualizaciones en Osteologia,16698975,6,0.101
27934,Actualizaciones en Osteologia,Actualizaciones en Osteologia, 16698983,6,0.101
27935,Actuel Marx,Actuel Marx,9944524,7,0.101
27936,Ad Limina,Ad Limina,2171620X,4,0.101
27936,Ad Limina,Ad Limina, 26595885,4,0.101
27937,Ada User Journal,Ada User Journal,13816551,6,0.101
27938,Advances in Imaging and Electron Physics,Advances in Imaging and Electron Physics,10765670,39,0.101
27939,Aegaeum,Aegaeum,7763808,7,0.101
27940,Aethiopica,Aethiopica,14301938,2,0.101
27940,Aethiopica,Aethiopica, 21944024,2,0.101
27941,Aevum - Rassegna di Scienze Storiche Linguistiche e Filologiche,Aevum - Rassegna di Scienze Storiche Linguistiche e Filologiche,00019593,8,0.101
27941,Aevum - Rassegna di Scienze Storiche Linguistiche e Filologiche,Aevum - Rassegna di Scienze Storiche Linguistiche e Filologiche, 1827787X,8,0.101
27942,Afterall,Afterall,21564914,7,0.101
27942,Afterall,Afterall, 14654253,7,0.101
27943,Agricultural Commodities,Agricultural Commodities,18395619,4,0.101
27944,AIChE. Ammonia Plant Safty and Related Facilities v12 (CEP Tech Manual),AIChE. Ammonia Plant Safty and Related Facilities v12 (CEP Tech Manual),3607011,6,0.101
27945,Air Force Magazine,Air Force Magazine,7306784,9,0.101
27946,Aither,Aither,18037860,1,0.101
27947,Ajalooline Ajakiri,Ajalooline Ajakiri,14063859,4,0.101
27947,Ajalooline Ajakiri,Ajalooline Ajakiri, 22283897,4,0.101
27948,Akroterion,Akroterion,20792883,2,0.101
27948,Akroterion,Akroterion, 03031896,2,0.101
27949,Aleph,Aleph,15651525,8,0.101
27949,Aleph,Aleph, 15533956,8,0.101
27950,American and British Studies Annual,American and British Studies Annual,27882233,2,0.101
27950,American and British Studies Annual,American and British Studies Annual, 18036058,2,0.101
27951,American City and County,American City and County,0149337X,4,0.101
27952,American Forests,American Forests,28541,5,0.101
27953,American Journal of Forensic Psychology,American Journal of Forensic Psychology,7331290,20,0.101
27954,American Journal of Numismatics,American Journal of Numismatics,10538356,1,0.101
27955,American Nineteenth Century History,American Nineteenth Century History,17437903,7,0.101
27955,American Nineteenth Century History,American Nineteenth Century History, 14664658,7,0.101
27956,American Poetry Review,American Poetry Review,3603709,4,0.101
27957,Anaesthesiology and Intensive Care,Anaesthesiology and Intensive Care,13104284,2,0.101
27958,Analele Banatului: Arheologie - Istorie,Analele Banatului: Arheologie - Istorie,1221678X,5,0.101
27959,Analele Universitatii din Craiova - Seria Istorie,Analele Universitatii din Craiova - Seria Istorie,12245704,5,0.101
27960,Anales de Historia del Arte,Anales de Historia del Arte,02146452,2,0.101
27960,Anales de Historia del Arte,Anales de Historia del Arte, 19882491,2,0.101
27961,Anales de Literatura Chilena,Anales de Literatura Chilena,7176058,6,0.101
27962,Annales Universitates Paedagogicae Cracoviensis. Studia ad Didacticam Mathematicae Pertinentia,Annales Universitates Paedagogicae Cracoviensis. Studia ad Didacticam Mathematicae Pertinentia,20809751,3,0.101
27962,Annales Universitates Paedagogicae Cracoviensis. Studia ad Didacticam Mathematicae Pertinentia,Annales Universitates Paedagogicae Cracoviensis. Studia ad Didacticam Mathematicae Pertinentia, 2450341X,3,0.101
27963,Annali dell'Istituto Storico Itali-Germanico in Trento,Annali dell'Istituto Storico Itali-Germanico in Trento,26122251,1,0.101
27963,Annali dell'Istituto Storico Itali-Germanico in Trento,Annali dell'Istituto Storico Itali-Germanico in Trento, 03920011,1,0.101
27964,Annali di Scienze Religiose,Annali di Scienze Religiose,20315929,2,0.101
27964,Annali di Scienze Religiose,Annali di Scienze Religiose, 22948775,2,0.101
27965,Annals of the Naprstek Museum,Annals of the Naprstek Museum,0231844X,6,0.101
27966,Annuaire Roumain d'Anthropologie,Annuaire Roumain d'Anthropologie,5702259,4,0.101
27967,Anos 90,Anos 90,0104236X,3,0.101
27967,Anos 90,Anos 90, 1983201X,3,0.101
27968,Antiguedad y Cristianismo,Antiguedad y Cristianismo,19896182,1,0.101
27968,Antiguedad y Cristianismo,Antiguedad y Cristianismo, 02147165,1,0.101
27969,Antike und Abendland,Antike und Abendland,00035696,9,0.101
27969,Antike und Abendland,Antike und Abendland, 16130421,9,0.101
27970,Antiqvorvm Philosophia,Antiqvorvm Philosophia,19735030,1,0.101
27970,Antiqvorvm Philosophia,Antiqvorvm Philosophia, 19744501,1,0.101
27971,Appalachian Journal,Appalachian Journal,903779,7,0.101
27972,Arcadia,Arcadia,00037982,9,0.101
27972,Arcadia,Arcadia, 16130642,9,0.101
27973,Archeologia Classica,Archeologia Classica,3918165,9,0.101
27974,Archeo-Nil,Archeo-Nil,11610492,7,0.101
27975,Architecture d'Aujourd Hui,Architecture d'Aujourd Hui,38695,3,0.101
27976,Archiv fur Musikwissenschaft,Archiv fur Musikwissenschaft,39292,6,0.101
27977,Archiv fur Reformationsgeschichte,Archiv fur Reformationsgeschichte,00039381,8,0.101
27977,Archiv fur Reformationsgeschichte,Archiv fur Reformationsgeschichte, 21980489,8,0.101
27978,Archiv fur Volkerkunde,Archiv fur Volkerkunde,666513,4,0.101
27979,Archives Juives,Archives Juives,19650531,5,0.101
27979,Archives Juives,Archives Juives, 00039837,5,0.101
27980,Archives of American Art Journal,Archives of American Art Journal,23270667,3,0.101
27980,Archives of American Art Journal,Archives of American Art Journal, 00039853,3,0.101
27981,Archivio Storico Italiano,Archivio Storico Italiano,3917770,8,0.101
27982,Archivium Hibernicum,Archivium Hibernicum,448745,5,0.101
27983,Archivo de Arte Valenciano,Archivo de Arte Valenciano,2115808,3,0.101
27984,Archivum Franciscanum Historicum,Archivum Franciscanum Historicum,40665,4,0.101
27985,Argumenta Philosophica,Argumenta Philosophica,24624993,2,0.101
27985,Argumenta Philosophica,Argumenta Philosophica, 24625906,2,0.101
27986,Arion - Journal of Humanities and the Classics,Arion - Journal of Humanities and the Classics,955809,13,0.101
27987,Arms and Armour,Arms and Armour,17496268,4,0.101
27987,Arms and Armour,Arms and Armour, 17416124,4,0.101
27988,Ars Adriatica,Ars Adriatica,18487459,3,0.101
27988,Ars Adriatica,Ars Adriatica, 18481590,3,0.101
27989,Ars Aeterna,Ars Aeterna,13379291,3,0.101
27989,Ars Aeterna,Ars Aeterna, 24508497,3,0.101
27990,Ars (Sao Paulo),Ars (Sao Paulo),16785320,2,0.101
27990,Ars (Sao Paulo),Ars (Sao Paulo), 21780447,2,0.101
27991,Arti Musices,Arti Musices,05875455,4,0.101
27991,Arti Musices,Arti Musices, 18489303,4,0.101
27992,ARTnews,ARTnews,43273,3,0.101
27993,Arzneimitteltherapie,Arzneimitteltherapie,7236913,6,0.101
27994,Aschkenas,Aschkenas,18659438,3,0.101
27994,Aschkenas,Aschkenas, 10164987,3,0.101
27995,Asia Maior,Asia Maior,23852526,4,0.101
27996,Asian Case Research Journal,Asian Case Research Journal,02189275,4,0.101
27996,Asian Case Research Journal,Asian Case Research Journal, 17936772,4,0.101
27997,Asian Textile Journal,Asian Textile Journal,9713425,11,0.101
27998,Astragalo,Astragalo,11343672,1,0.101
27998,Astragalo,Astragalo, 24690503,1,0.101
27999,Atlanti+,Atlanti+,26704560,2,0.101
27999,Atlanti+,Atlanti+, 26704579,2,0.101
28000,Augustinian Studies,Augustinian Studies,00945323,15,0.101
28000,Augustinian Studies,Augustinian Studies, 21537917,15,0.101
28001,Augustiniana,Augustiniana,48003,3,0.101
28002,Aurora,Aurora,20149107,3,0.101
28002,Aurora,Aurora, 15755045,3,0.101
28003,Aussiger Beitrage,Aussiger Beitrage,18026419,2,0.101
28004,Australian and New Zealand Journal of Art,Australian and New Zealand Journal of Art,14434318,2,0.101
28004,Australian and New Zealand Journal of Art,Australian and New Zealand Journal of Art, 22031871,2,0.101
28005,Austrian Review of International and European Law,Austrian Review of International and European Law,13851306,6,0.101
28006,Automotive Industries AI,Automotive Industries AI,10994130,5,0.101
28007,Azafea,Azafea,02133563,2,0.101
28007,Azafea,Azafea, 24447072,2,0.101
28008,Baku State University Law Review,Baku State University Law Review,24125555,1,0.101
28009,Balkanistica,Balkanistica,3602206,5,0.101
28010,Baptist quarterly. The,Baptist quarterly. The,0005576X,4,0.101
28010,Baptist quarterly. The,Baptist quarterly. The, 20567731,4,0.101
28011,Beitrage zur Mittelalterarchaologie in Osterreich,Beitrage zur Mittelalterarchaologie in Osterreich,10110062,2,0.101
28012,BELLETEN Yearbook of Turkic Studies,BELLETEN Yearbook of Turkic Studies,05645050,1,0.101
28012,BELLETEN Yearbook of Turkic Studies,BELLETEN Yearbook of Turkic Studies, 26515113,1,0.101
28013,Ben Jonson Journal,Ben Jonson Journal,10793453,8,0.101
28013,Ben Jonson Journal,Ben Jonson Journal, 1755165X,8,0.101
28014,Biblos,Biblos,21837139,1,0.101
28014,Biblos,Biblos, 08704112,1,0.101
28015,Biologist,Biologist,25165151,24,0.101
28015,Biologist,Biologist, 00063347,24,0.101
28016,Biotecnologia Aplicada,Biotecnologia Aplicada,10272852,17,0.101
28016,Biotecnologia Aplicada,Biotecnologia Aplicada, 08644551,17,0.101
28017,Biuletyn Polskiej Misji Historycznej,Biuletyn Polskiej Misji Historycznej,20837755,1,0.101
28017,Biuletyn Polskiej Misji Historycznej,Biuletyn Polskiej Misji Historycznej, 2391792X,1,0.101
28018,Blake - An Illustrated Quarterly,Blake - An Illustrated Quarterly,0160628X,8,0.101
28019,Bohemica Litteraria,Bohemica Litteraria,23364394,1,0.101
28019,Bohemica Litteraria,Bohemica Litteraria, 12132144,1,0.101
28020,Boletim de Estudos Classicos,Boletim de Estudos Classicos,21837260,0,0.101
28020,Boletim de Estudos Classicos,Boletim de Estudos Classicos, 08722110,0,0.101
28021,Bollettino di Storia delle Scienze Matematiche,Bollettino di Storia delle Scienze Matematiche,03924432,9,0.101
28021,Bollettino di Storia delle Scienze Matematiche,Bollettino di Storia delle Scienze Matematiche, 17241650,9,0.101
28022,Bollettino Filosofico,Bollettino Filosofico,20352670,2,0.101
28022,Bollettino Filosofico,Bollettino Filosofico, 15937178,2,0.101
28023,Britain and the World,Britain and the World,20438575,7,0.101
28023,Britain and the World,Britain and the World, 20438567,7,0.101
28024,British Catholic History,British Catholic History,20557973,6,0.101
28024,British Catholic History,British Catholic History, 20557981,6,0.101
28025,British Journal of Canadian Studies,British Journal of Canadian Studies,17578078,7,0.101
28025,British Journal of Canadian Studies,British Journal of Canadian Studies, 02699222,7,0.101
28026,Bulletin of the Comediantes,Bulletin of the Comediantes,75108,6,0.101
28027,Bulletin of the Institute of Classical Studies,Bulletin of the Institute of Classical Studies,20415370,21,0.101
28027,Bulletin of the Institute of Classical Studies,Bulletin of the Institute of Classical Studies, 00760730,21,0.101
28028,Bulletin of the John Rylands Library,Bulletin of the John Rylands Library,20549326,6,0.101
28028,Bulletin of the John Rylands Library,Bulletin of the John Rylands Library, 20549318,6,0.101
28029,Burlington Magazine,Burlington Magazine,20449925,10,0.101
28029,Burlington Magazine,Burlington Magazine, 00076287,10,0.101
28030,BWK - Energie-Fachmagazin,BWK - Energie-Fachmagazin,1618193X,8,0.101
28031,Byzantin Symmeikta,Byzantin Symmeikta,11051639,5,0.101
28031,Byzantin Symmeikta,Byzantin Symmeikta, 17914884,5,0.101
28032,Byzantion: Revue Internationale des Etudes Byzantines,Byzantion: Revue Internationale des Etudes Byzantines,22946209,12,0.101
28032,Byzantion: Revue Internationale des Etudes Byzantines,Byzantion: Revue Internationale des Etudes Byzantines, 03782506,12,0.101
28033,Cadernos CEDES,Cadernos CEDES,1013262,12,0.101
28034,Cahiers d'Etudes Levinassiennes,Cahiers d'Etudes Levinassiennes,15655512,1,0.101
28035,Cahiers Victoriens and Edouardiens,Cahiers Victoriens and Edouardiens,2205610,5,0.101
28036,Cambrian Medieval Celtic Studies,Cambrian Medieval Celtic Studies,13530089,9,0.101
28037,Cambridge Quarterly,Cambridge Quarterly,0008199X,11,0.101
28037,Cambridge Quarterly,Cambridge Quarterly, 14716836,11,0.101
28038,Canadian Mining Journal,Canadian Mining Journal,19233418,6,0.101
28038,Canadian Mining Journal,Canadian Mining Journal, 00084492,6,0.101
28039,Canadian Review of American Studies,Canadian Review of American Studies,77720,8,0.101
28040,Casopis Matice Moravske,Casopis Matice Moravske,0323052X,2,0.101
28041,CEA Critic,CEA Critic,78069,6,0.101
28042,Cement International,Cement International,16106199,8,0.101
28043,Ceramic Transactions,Ceramic Transactions,10421122,22,0.101
28044,Cercles,Cercles,11390158,2,0.101
28044,Cercles,Cercles, 16997468,2,0.101
28045,Chemistry World,Chemistry World,14737604,18,0.101
28046,Children's Literature Association Quarterly,Children's Literature Association Quarterly,08850429,6,0.101
28046,Children's Literature Association Quarterly,Children's Literature Association Quarterly, 15531201,6,0.101
28047,Chinese Literature and Thought Today,Chinese Literature and Thought Today,27683524,1,0.101
28047,Chinese Literature and Thought Today,Chinese Literature and Thought Today, 27683532,1,0.101
28048,Ciceroniana On Line,Ciceroniana On Line,25325353,4,0.101
28049,Cineforum,Cineforum,97039,1,0.101
28050,Cinema,Cinema,16478991,1,0.101
28051,Cinemas,Cinemas,11816945,1,0.101
28051,Cinemas,Cinemas, 17056500,1,0.101
28052,Citeaux,Citeaux,97497,3,0.101
28053,Civil War History,Civil War History,15336271,16,0.101
28053,Civil War History,Civil War History, 00098078,16,0.101
28054,Clinical Psychology Today,Clinical Psychology Today,25655698,2,0.101
28055,Clio,Clio,8842043,7,0.101
28056,Clovek. Stavba a Uzemni Planovani - Man. Building and Urban Planning,Clovek. Stavba a Uzemni Planovani - Man. Building and Urban Planning,23367687,1,0.101
28056,Clovek. Stavba a Uzemni Planovani - Man. Building and Urban Planning,Clovek. Stavba a Uzemni Planovani - Man. Building and Urban Planning, 23367695,1,0.101
28057,Codex Aquilarensis,Codex Aquilarensis,0214896X,3,0.101
28057,Codex Aquilarensis,Codex Aquilarensis, 23866454,3,0.101
28058,Comitatus,Comitatus,696412,4,0.101
